industry1,industry2,value
Artistic and entertainment activities,Distilling rectifying and blending of spirits,16.53142314
Artistic and entertainment activities,Manufacture of wines,135.7413584
Artistic and entertainment activities,Manufacture of beers,58.81379934
Artistic and entertainment activities,Manufacture of soft drinks,135.4210906
Artistic and entertainment activities,Manufacture of tobacco products,14.0044586
Artistic and entertainment activities,Manufacture of textile products,34.4114103
Artistic and entertainment activities,Manufacture of wearing apparel,101.2773912
Artistic and entertainment activities,Manufacture of leather products,1.706402056
Artistic and entertainment activities,Manufacture of footwear,6.822229517
Artistic and entertainment activities,Sawmilling and planing of wood,87.45944161
Artistic and entertainment activities,Manufacture of wood products,71.74222762
Artistic and entertainment activities,Manufacture of pulp and paper,77.88118576
Artistic and entertainment activities,Manufacture of containers of paper,36.32753715
Artistic and entertainment activities,Manufacture of other paper products,65.52320463
Artistic and entertainment activities,Printing,54.86306309
Artistic and entertainment activities,Manufacture of refined petroleum products,68.86997059
Artistic and entertainment activities,Manufacture of basic chemicals,75.10324186
Artistic and entertainment activities,Manufacture of paints,23.55975697
Artistic and entertainment activities,Manufacture of pharmaceutical products,177.320879
Artistic and entertainment activities,Manufacture of soap detergents and toilet products,86.1182324
Artistic and entertainment activities,Manufacture of other chemical products,34.00756167
Artistic and entertainment activities,Manufacture of rubber products,2.584757855
Artistic and entertainment activities,Manufacture of plastic products,38.21417463
Artistic and entertainment activities,Manufacture of glass and glass products,13.38010628
Artistic and entertainment activities,Manufacture of cement,33.36982348
Artistic and entertainment activities,Manufacture of concrete and concrete products,96.18185397
Artistic and entertainment activities,Manufacture of basic iron and steel,20.71013094
Artistic and entertainment activities,Manufacture of other basic metals,13.15770943
Artistic and entertainment activities,Manufacture of fabricated metal products,150.4054534
Artistic and entertainment activities,Manufacture of industrial and domestic machinery and equipment,50.78793874
Artistic and entertainment activities,Manufacture of electric and electronic machinery and equipment,25.63123164
Artistic and entertainment activities,Manufacture of transport equipment,36.20514204
Artistic and entertainment activities,Manufacture of furniture,68.838881
Artistic and entertainment activities,Repair and installation of machinery and other manufacturing,25.14047635
Artistic and entertainment activities,Electric power generation,42.13743719
Artistic and entertainment activities,Transmission of electric power,1.32136156
Artistic and entertainment activities,Distribution of electric power,19.12905671
Artistic and entertainment activities,Gas and steam manufacture and supply,112.7790153
Artistic and entertainment activities,Water collection treatment and supply,9.844805049
Artistic and entertainment activities,Waste collection and recycling activities,9.803375656
